DATA PUBLICAÇÃO;EDITORIA/COLUNISTA;FORMATO;ATIVIDADE;LINK MATERIA;NOME;;
15/07/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/07/quiz-o-que-voce-sabe-sobre-a-copa-do-mundo-de-1994-clyjcv3ga01rt015e914px164.html;QUIZ: o que você sabe sobre a Copa do Mundo de 1994?;;
24/07/2024;Esporte;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/esportes/olimpiada/noticia/2024/07/de-maria-lenk-a-maioria-da-delegacao-a-historia-da-mulher-brasileira-nos-jogos-olimpicos-clyxiyiym00cs0162fdq3mrar.html;De Maria Lenk à maioria da delegação: a história da mulher brasileira nos Jogos Olímpicos;;
25/07/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/olimpiada/noticia/2024/07/quiz-qual-medalha-voce-ganharia-nas-olimpiadas-clz0eu329001a0143j7vcvqiq.html;QUIZ: qual medalha você ganharia nas Olimpíadas?;;
26/07/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/olimpiada/noticia/2024/07/quiz-quem-sou-eu-nas-olimpiadas-clyyw3jyz008r0143h7anjggn.html;QUIZ: quem sou eu nas Olimpíadas?;;
06/09/2024;Esporte;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/esportes/olimpiada/noticia/2024/09/as-diferencas-entre-as-medalhas-das-olimpiadas-e-paralimpiadas-cm0qzyrj100pl015bkb33a0wl.html;As diferenças entre as medalhas das Olimpíadas e Paralimpíadas;;
09/09/2024;Porto Alegre;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/geral/semana-farroupilha/noticia/2024/09/quiz-teste-seus-conhecimentos-sobre-a-revolucao-farroupilha-cm0vpw3ca00cg0151s6yzlxhd.html;QUIZ: teste seus conhecimentos sobre a Revolução Farroupilha;;
12/09/2024;Ambiente;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/ambiente/noticia/2024/09/mais-quente-e-umido-estudo-projeta-o-impacto-do-aquecimento-global-no-clima-do-rs-cm0n6abwh0098015bzjyi2p73.html;Mais quente e úmido: estudo projeta o impacto do aquecimento global no clima do RS;;
12/09/2024;Comportamento;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/ambiente/noticia/2024/09/confira-como-esta-a-qualidade-do-ar-nas-capitais-brasileiras-cm0zmf7tr00ru0151n8qx4g1i.html;Confira como está a qualidade do ar nas capitais brasileiras;;
18/09/2024;Porto Alegre;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/politica/eleicoes/noticia/2024/09/eleicoes-2024-qual-candidato-a-prefeito-de-porto-alegre-tem-mais-a-ver-com-voce-faca-o-teste-cm16xmrnq00sy0133lqrp1aet.html;Eleições 2024: qual candidato a prefeito de Porto Alegre tem mais a ver com você? Faça o teste;;
19/09/2024;Comportamento;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/geral/semana-farroupilha/noticia/2024/09/calculadora-de-churrasco-saiba-quanta-carne-comprar-cm19o8hmo00m70133i4e1vr99.html;Calculadora de churrasco: saiba quanta carne comprar;;
07/10/2024;Eleições;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/politica/eleicoes/noticia/2024/10/em-mapa-veja-o-resultado-da-eleicao-para-prefeitura-nos-497-municipios-do-rs-cm1z6d7yy0037013zf6sd5gve.html;Em mapa, veja o resultado da eleição para prefeitura nos 497 municípios do RS;;
09/10/2024;Eleições;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/politica/eleicoes/noticia/2024/10/eleicoes-2024-qual-candidato-no-2o-turno-em-porto-alegre-tem-mais-a-ver-com-voce-faca-o-teste-cm22kw9r2005n013ywleg0q1s.html;Eleições 2024: qual candidato no 2º turno em Porto Alegre tem mais a ver com você? Faça o teste;;
11/10/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/10/que-jogador-da-dupla-gre-nal-e-esse-cm24zsfdz01g90106vicoa990.html;Que jogador da dupla Gre-Nal é esse?;;
15/10/2024;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/brasileirao/noticia/2024/10/peleia-gre-nal-divirta-se-com-o-card-game-do-classico-cm29ejvh2005e013hqlur3lih.html;Peleia Gre-Nal: divirta-se com o card game do clássico;;
16/10/2024;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2024/10/escale-o-time-do-gremio-para-o-gre-nal-443-cm29dx9py0050013hkb8zgiud.html;Escale o time do Grêmio para o Gre-Nal 443;;
16/10/2024;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2024/10/escale-o-time-do-inter-para-o-gre-nal-443-cm29fsb8900660142z9vdinfo.html;Escale o time do Inter para o Gre-Nal 443;;
17/10/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/10/quem-e-este-tecnico-que-treinou-gremio-e-inter-cm2c82izo007o014uutengeqt.html;Quem é este técnico que treinou Grêmio e Inter?;;
27/10/2024;Eleições;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/politica/eleicoes/noticia/2024/10/apos-segundo-turno-veja-em-mapa-os-eleitos-nos-497-municipios-do-rs-cm2sank6j00ds013ehxeez8d2.html;Após segundo turno, veja em mapa os eleitos nos 497 municípios do RS;;
29/10/2024;Eleições;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/politica/eleicoes/noticia/2024/10/em-mapa-confira-como-foi-o-desempenho-de-maria-do-rosario-e-sebastiao-melo-nos-342-locais-de-votacao-no-segundo-turno-cm2udef9q000l012adt3vfok3.html;Em mapa, confira como foi o desempenho de Maria do Rosário e Sebastião Melo nos 342 locais de votação no segundo turno;;
31/10/2024;Cultura;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/cultura-e-lazer/cinema/noticia/2024/10/qual-o-grande-filme-de-terror-do-ano-em-que-voce-nasceu-faca-o-teste-cm2xevq8q00ac01b9r0dqwf6b.html;Qual o grande filme de terror do ano em que você nasceu? Faça o teste;;
07/11/2024;Ticiano Osório;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/colunistas/ticiano-osorio/noticia/2024/11/sabe-tudo-de-brasil-no-oscar-faz-o-teste-cm3796fb200wf013kbpnim1o1.html;Sabe tudo de Brasil no Oscar? Faz o teste;;
08/11/2024;Isabel Marchezan;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/colunistas/isabel-marchezan/noticia/2024/11/quem-e-voce-no-tinder-cm38uvh8l000601cfhqqfguv5.html;Quem é você no Tinder?;;
22/11/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/11/quiz-com-qual-tecnico-que-ja-comandou-gremio-ou-inter-voce-mais-se-identifica-cm3rs5enp00g1013np6cxvx1r.html;QUIZ: com qual técnico que já comandou Grêmio ou Inter você mais se identifica?;;
22/11/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2024/11/quiz-voce-sabe-tudo-sobre-a-historia-do-inter-na-libertadores-cm3szkjrs00mz014fxx661tzh.html;QUIZ: você sabe tudo sobre a história do Inter na Libertadores?;;
22/11/2024;Educação;PROGRAMAÇÃO;BUSCADOR;https://gauchazh.clicrbs.com.br/educacao/vestibular/noticia/2024/11/confira-o-historico-de-candidatos-por-vaga-no-vestibular-da-ufrgs-cm3sztua600n0014f4ib7wcob.html;Confira o histórico de candidatos por vaga no vestibular da UFRGS;;
25/11/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/11/voce-sabe-quais-clubes-brasileiros-chegaram-a-final-da-libertadores-em-cada-ano-faca-o-teste-cm3x8p6zx002w013bkktuw3i6.html;Você sabe quais clubes brasileiros chegaram à final da Libertadores em cada ano? Faça o teste!;;
26/11/2024;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2024/11/como-voce-escalaria-o-gremio-de-todos-os-tempos-so-com-estrangeiros-monte-seu-time-cm3yn7uql00ec011jm2iihzpi.html;Como você escalaria o Grêmio de todos os tempos só com estrangeiros? Monte seu time!;;
26/11/2024;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2024/11/como-voce-escalaria-o-inter-de-todos-os-tempos-so-com-estrangeiros-monte-seu-time-cm3ynblj200ed013bhc49jblp.html;Como você escalaria o Inter de todos os tempos só com estrangeiros? Monte seu time!;;
06/12/2024;Geral;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/geral/noticia/2024/12/calculadora-simula-valores-para-pagamento-do-ipva-2025-cm4ci90on016u015q5mmdc9ta.html;Calculadora simula valores para pagamento do IPVA 2025;;
06/12/2024;Política;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/politica/noticia/2024/12/do-resultado-das-eleicoes-2022-ate-o-indiciamento-de-bolsonaro-a-cronologia-da-tentativa-de-golpe-cm3yefn9700bu011j0bbv3iki.html;"Do resultado das eleições 2022 até o indiciamento de Bolsonaro; a cronologia da tentativa de golpe";;
09/12/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2024/12/quiz-a-trajetoria-de-geromel-no-gremio-teste-seus-conhecimentos-cm4byxec500u3015bjetlkher.html;"QUIZ: a trajetória de Geromel no Grêmio; teste seus conhecimentos";;
11/12/2024;Geral;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/geral/noticia/2024/12/pagamento-do-ipva-2025-comeca-hoje-veja-tudo-o-que-voce-precisa-saber-cm4ip146z00di0126y2j0st5w.html;Pagamento do IPVA 2025 começa hoje: veja tudo o que você precisa saber;;
11/12/2024;Porto Alegre;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/porto-alegre/noticia/2024/12/calculadora-simula-iptu-2025-de-porto-alegre-cm4jwdrvh00n00126voxzmeym.html;Calculadora simula IPTU 2025 de Porto Alegre;;
12/12/2024;Comportamento;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/comportamento/noticia/2024/12/como-sera-o-seu-2025-faca-o-teste-e-descubra-cm4llow70010u013nowdv3fia.html;Como será o seu 2025? Faça o teste e descubra;;
17/12/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/12/quiz-por-onde-andam-jogadores-considerados-promessas-da-dupla-gre-nal-cm4siwibo00d00128crd08eao.html;QUIZ: por onde andam jogadores considerados promessas da dupla Gre-Nal?;;
20/12/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/noticia/2024/12/quiz-por-onde-andam-os-protagonistas-do-gre-nal-que-decidiu-a-copinha-de-2020-cm4ukbwwy00xj011u778uqhnj.html;QUIZ: por onde andam os protagonistas do Gre-Nal que decidiu a Copinha de 2020?;;
23/12/2024;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2024/12/quiz-o-que-voce-sabe-sobre-o-tricampeonato-brasileiro-invicto-do-inter-em-1979-cm4w3ueed01c5011uqpoxbp10.html;QUIZ: o que você sabe sobre o tricampeonato brasileiro invicto do Inter em 1979?;;
31/12/2024;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2024/12/regras-da-previdencia-mudam-em-2025-calcule-quanto-tempo-falta-para-voce-se-aposentar-cm51d1v8q0059012xmhmfqh3r.html;"Regras da Previdência mudam em 2025; calcule quanto tempo falta para você se aposentar";;
03/01/2025;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2025/01/quiz-voce-lembra-das-contratacoes-do-gremio-nos-ultimos-15-anos-cm5bp7isf00ae017i9rkqg9y7.html;QUIZ: você lembra das contratações do Grêmio nos últimos 15 anos?;;
03/01/2025;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2025/01/quiz-voce-lembra-das-contratacoes-do-inter-nos-ultimos-15-anos-cm5gtvick00nf01jj2t83v3ue.html;QUIZ: você lembra das contratações do Inter nos últimos 15 anos?;;
13/01/2025;Educação;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/educacao/enem/noticia/2025/01/simulador-do-sisu-veja-quais-as-suas-chances-de-entrar-na-universidade-cm5prsy9700mw0195woxhev7r.html;Simulador do Sisu: veja quais as suas chances de entrar na universidade;;
15/01/2025;Passo Fundo;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/passo-fundo/geral/noticia/2025/01/qual-bairro-de-passo-fundo-e-o-ideal-para-voce-faca-o-teste-cm5h4g7z201g3017i1g6eelke.html;Qual bairro de Passo Fundo é o ideal para você? Faça o teste;;
24/01/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/01/controle-de-gastos-evita-endividamento-confira-planejador-que-preve-como-ficarao-suas-financas-neste-ano-cm55o6niz003i019lk7t4ltuh.html;"Controle de gastos evita endividamento; confira planejador que prevê como ficarão suas finanças neste ano";;
05/02/2025;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/gauchao/noticia/2025/02/quiz-o-que-voce-sabe-sobre-os-gre-nais-do-gauchao-teste-seu-conhecimento-cm6qvpki60021017knc0r6lea.html;QUIZ: O que você sabe sobre os Gre-Nais do Gauchão? Teste seu conhecimento;;
07/02/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2025/02/escale-o-time-do-gremio-para-o-gre-nal-444-cm6tvqlzm00aa018xfildphol.html;Escale o time do Grêmio para o Gre-Nal 444;;
07/02/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2025/02/escale-o-time-do-inter-para-o-gre-nal-444-cm6tvj9kj009w0178dwfc6z9c.html;Escale o time do Inter para o Gre-Nal 444;;
17/02/2025;Comportamento;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/comportamento/verao/noticia/2025/02/praia-no-rs-vai-alem-do-chocolatao-e-do-nordestao-teste-seu-conhecimento-sobre-o-litoral-gaucho-cm791156n001n013cuhx88vf7.html;Praia no RS vai além do chocolatão e do nordestão! Teste seu conhecimento sobre o litoral gaúcho;;
17/02/2025;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/libertadores/noticia/2025/02/quiz-voce-sabe-tudo-sobre-a-historia-do-corinthians-na-libertadores-cm784y0ei018u015alu5ns6ug.html;QUIZ: você sabe tudo sobre a história do Corinthians na Libertadores?;;
28/02/2025;Comportamento;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/cultura-e-lazer/musica/noticia/2025/02/quiz-o-que-voce-sabe-sobre-o-axe-music-cm7p0dy2v01pr013zzbwxwcw9.html;QUIZ: o que você sabe sobre o axé music?;;
10/03/2025;Esporte;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/esportes/automobilismo/noticia/2025/01/calendario-da-f1-para-2025-datas-cidades-e-tudo-sobre-cada-gp-da-temporada-cm5lfnijl009s01956on90rp3.html;Calendário da F1 para 2025: datas, cidades e tudo sobre cada GP da temporada;;
07/03/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2025/03/escale-o-time-do-gremio-para-o-gre-nal-445-cm7y4l73n00st016eayzqu754.html;Escale o time do Grêmio para o Gre-Nal 445;;
07/03/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2025/03/escale-o-time-do-inter-para-o-gre-nal-445-cm7y4j9xa00sp011daydwsz99.html;Escale o time do Inter para o Gre-Nal 445;;
15/03/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2025/03/escale-o-time-do-inter-para-o-gre-nal-446-cm883oq4e01bf0151wh5xpy9v.html#:~:text=Colorado%20e%20Tricolor%20se%20enfrentam,fosse%20Roger%20Machado%2C%20quem%20jogaria%3F&text=O%20Gre%2DNal%20446%2C%20que,op%C3%A7%C3%B5es%20para%20montar%20a%20equipe.;Escale o time do Inter para o Gre-Nal 446;;
15/03/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2025/03/escale-o-time-do-gremio-para-o-gre-nal-446-cm883rnnn01bf014l770lip1i.html#:~:text=Tricolor%20e%20Colorado%20se%20enfrentam,fosse%20Gustavo%20Quinteros%2C%20quem%20jogaria%3F&text=O%20Gre%2DNal%20446%2C%20que,16h%2C%20no%20Beira%2DRio.;Escale o time do Grêmio para o Gre-Nal 446;;
21/03/2025;Ambiente;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/ambiente/noticia/2025/03/dia-mundial-da-agua-o-quanto-voce-sabe-sobre-o-recurso-hidrico-teste-seus-conhecimentos-e-descubra-curiosidades-cm8j3u47s009m0144dqx7hmqn.html;QUIZ: o quanto você sabe sobre a água? Teste seus conhecimentos e descubra curiosidades;;
21/03/2025;Ambiente;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/ambiente/noticia/2025/03/rs-teve-226-temperaturas-na-casa-dos-40oc-desde-1961-veja-onde-e-quando-ocorreram-cm8iw1ve1003q0144rijm1z5c.html;"RS teve 226 temperaturas na casa dos 40ºC desde 1961; veja onde e quando ocorreram";;
26/03/2025;Clube do Assinante;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/clube-do-assinante/noticia/2025/03/quiz-no-aniversario-de-porto-alegre-descubra-qual-restaurante-e-o-ideal-pra-ti-cm8q1qqom003q011i0esvnydz.html;QUIZ: no aniversário de Porto Alegre, descubra qual restaurante é o ideal pra ti;;
30/03/2025;Comportamento;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/comportamento/carros/noticia/2025/03/carro-eletrico-vale-a-pena-calcule-economia-e-compare-com-outros-veiculos-cm8rotruq00ox013cmvh6i1db.html;Carro elétrico vale a pena? Calcule economia e compare com outros veículos;;
31/03/2025;Esporte;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/esportes/libertadores/noticia/2025/03/quiz-voce-sabe-tudo-sobre-a-historia-do-flamengo-na-libertadores-cm8gbqol200kt01442k9wh8hb.html;QUIZ: você sabe tudo sobre a história do Flamengo na Libertadores?;;
31/03/2025;Cultura;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/cultura-e-lazer/tv/noticia/2025/03/quem-matou-odete-roitman-teste-seus-conhecimentos-sobre-vale-tudo-cm8x2cyke001m016xxf2yuypk.html;"Quem matou Odete Roitman? Teste seus conhecimentos sobre ""Vale Tudo""";;
04/04/2025;Saude;PROGRAMAÇÃO;MAPA INTERATIVO;https://gauchazh.clicrbs.com.br/saude/noticia/2025/04/pneumonia-e-a-principal-causa-de-internacoes-nos-meses-mais-frios-no-rs-veja-mapa-com-dados-por-regiao-cm91indvl005l015yifo558dz.html;"Pneumonia é a principal causa de internações nos meses mais frios no RS; veja mapa com dados por região";;
09/04/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/04/emprestimo-consignado-clt-saiba-como-funciona-e-como-solicitar-cm9a2xo6q00fj013d2qvbsy4b.html;Empréstimo consignado CLT: saiba como funciona e como solicitar;;
10/04/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/04/como-fica-o-salario-com-o-consignado-clt-calculadora-ajuda-a-simular-valores-do-emprestimo-cm9actgmy00o2013d5fyytzif.html;Como fica o salário? Faça a simulação do empréstimo consignado CLT;;
17/04/2025;Esporte;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/esportes/noticia/2025/04/cotacao-gre-nal-confira-as-notas-de-gremio-e-inter-nos-ultimos-30-classicos-cm9laa14l000g01kt4xsfhmv4.html;Cotação Gre-Nal: confira as notas de Grêmio e Inter nos últimos 30 clássicos;;
18/04/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/gremio/noticia/2025/04/escale-o-time-do-gremio-para-o-gre-nal-447-cm9m2iq3001ig0150v7de4rvi.html;Escale o time do Grêmio para o Gre-Nal 447;;
18/04/2025;Esporte;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/esportes/inter/noticia/2025/04/escale-o-time-do-inter-para-o-gre-nal-447-cm9m2em8001if0150v62f8o9b.html;Escale o time do Inter para o Gre-Nal 447;;
20/04/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/05/consignado-clt-portabilidade-entre-bancos-esta-disponivel-veja-como-solicitar-cmawkbb2y008y011gypnpfv1g.html;"Consignado CLT: portabilidade entre bancos está disponível; veja como solicitar";;
25/04/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/04/emprestimo-consignado-clt-pode-ser-solicitado-pelo-aplicativo-dos-bancos-a-partir-de-hoje-veja-passo-a-passo-cm9vggiki00z5014d8vt2pehf.html;"Empréstimo Consignado CLT pode ser solicitado pelo aplicativo dos bancos a partir de hoje; veja passo a passo";;
25/04/2025;Economia;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/economia/noticia/2025/04/consignado-clt-quando-sera-possivel-fazer-a-transferencia-de-um-emprestimo-para-outro-banco-cm9vk0oga012q014dgmu4t6np.html;Consignado CLT: quando será possível fazer a transferência de um empréstimo para outro banco?;;
25/04/2025;Cultura;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/cultura-e-lazer/tv/noticia/2025/04/quao-noveleiro-voce-e-teste-seus-conhecimentos-e-descubra-cm9wyr75g000e013kqjf2zrdh.html;Você é mesmo noveleiro? Faça o teste e descubra;;
29/04/2025;Saude;PROGRAMAÇÃO;CALCULADORA;https://gauchazh.clicrbs.com.br/saude/noticia/2025/04/calcule-o-risco-de-desenvolver-diabetes-e-quais-cuidados-para-evitar-a-doenca-cma2wgf7l00ru0163lsito042.html;Calcule o risco de desenvolver diabetes e quais cuidados para evitar a doença;;
06/05/2025;Comportamento;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/comportamento/noticia/2025/05/o-quanto-voce-sabe-sobre-o-conclave-que-ira-eleger-o-novo-papa-faca-o-quiz-e-teste-seus-conhecimentos-cma78dejx02360163xm8cwwjn.html;O quanto você sabe sobre o conclave que irá eleger o novo papa? Faça o quiz e teste seus conhecimentos;;
13/05/2025;Pioneiro;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/pioneiro/geral/noticia/2025/05/que-tipo-de-descendente-de-italiano-voce-e-faca-o-teste-e-descubra-cmaljznz6001l012zja08wie7.html;Que tipo de descendente de italiano você é? Faça o teste e descubra;;
20/05/2025;Economia;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/economia/noticia/2025/05/poupanca-cdb-ou-tesouro-selic-qual-investimento-escolher-e-como-comecar-simule-os-rendimentos-cmawlsij4009y011gg8x9y32u.html;Poupança, CDB ou Tesouro Selic: qual investimento escolher e como começar? Simule os rendimentos;;
20/05/2025;Economia;PROGRAMAÇÃO;SIMULADOR;https://gauchazh.clicrbs.com.br/economia/noticia/2025/05/glossario-do-investidor-entenda-as-principais-siglas-e-termos-do-mercado-financeiro-cmawz96pa004b01dz21n96mrk.html;Glossário do investidor: entenda as principais siglas e termos do mercado financeiro;;
23/05/2025;Cultura;PROGRAMAÇÃO;QUIZ;https://gauchazh.clicrbs.com.br/cultura-e-lazer/noticia/2025/05/qual-e-o-seu-nivel-de-nerdice-faca-o-teste-e-descubra-cmaye0ikp0136011gw8rqabt3.html;Qual é o seu nível de nerdice? Faça o teste e descubra;;
29/05/2025;Saude;PROGRAMAÇÃO;INFOGRAFICO;https://gauchazh.clicrbs.com.br/saude/noticia/2025/05/como-diferenciar-gripe-resfriado-dengue-e-covid-veja-sintomas-e-onde-buscar-ajuda-cmb9eo39k008i01chdl26uiug.html;Como diferenciar gripe, resfriado, dengue e covid? Veja sintomas e onde buscar ajuda;;
